Name,ID
pulmonary collagen fibril (UBERON),UBERON:0011862
bone collagen fibril (UBERON),UBERON:0011863
tendon collagen fibril (UBERON),UBERON:0011864
corneal stroma collagen fibril (UBERON),UBERON:0011865
condylar joint (UBERON),UBERON:0011866
extensor carpi radialis muscle (UBERON),UBERON:0011867
midcarpal joint (UBERON),UBERON:0011868
pisiform joint (UBERON),UBERON:0011869
pisotriquetral joint (UBERON),UBERON:0011870
nasomaxillary suture (UBERON),UBERON:0011871
synarthrosis (UBERON),UBERON:0011873
amphiarthrosis (UBERON),UBERON:0011874
ligament of sternoclavicular joint (UBERON),UBERON:0011875
body of tongue (UBERON),UBERON:0011876
margin of tongue (UBERON),UBERON:0011877
muscle layer of esophagus (UBERON),UBERON:0011878
mesorchium (UBERON),UBERON:0011879
anterior uvea (UBERON),UBERON:0011892
endoneurial fluid (UBERON),UBERON:0011893
lumen of vagina (UBERON),UBERON:0011894
endomysium (UBERON),UBERON:0011895
smooth muscle endomysium (UBERON),UBERON:0011896
cardiac endomysium (UBERON),UBERON:0011897
skeletal muscle endomysium (UBERON),UBERON:0011898
epimysium (UBERON),UBERON:0011899
perimysium (UBERON),UBERON:0011900
hair matrix (UBERON),UBERON:0011901
gizzard smooth muscle (UBERON),UBERON:0011903
gastrolith (UBERON),UBERON:0011904
plantaris (UBERON),UBERON:0011905
muscle head (UBERON),UBERON:0011906
gastrocnemius medialis (UBERON),UBERON:0011907
gastrocnemius lateralis (UBERON),UBERON:0011908
gastrocnemius internus (UBERON),UBERON:0011909
gastrocnemius externus (UBERON),UBERON:0011910
cerebellar glomerulus (UBERON),UBERON:0011915
thalamic glomerulus (UBERON),UBERON:0011917
line of Schwalbe (UBERON),UBERON:0011918
yolk sac blood island (UBERON),UBERON:0011919
connecting stalk blood islands (UBERON),UBERON:0011921
cochlear basement membrane (UBERON),UBERON:0011922
postganglionic autonomic fiber (UBERON),UBERON:0011924
preganglionic autonomic fiber (UBERON),UBERON:0011925
postganglionic sympathetic fiber (UBERON),UBERON:0011926
preganglionic sympathetic fiber (UBERON),UBERON:0011927
postganglionic parasympathetic fiber (UBERON),UBERON:0011929
preganglionic parasympathetic fiber (UBERON),UBERON:0011930
nasal hair (UBERON),UBERON:0011931
pilosebaceous unit (UBERON),UBERON:0011932
vibrissa unit (UBERON),UBERON:0011933
vibrissa hair bulb (UBERON),UBERON:0011936
vibrissa root sheath (UBERON),UBERON:0011937
vibrissa inner root sheath (UBERON),UBERON:0011938
vibrissa outer root sheath (UBERON),UBERON:0011939
arrector pili muscle of vibrissa (UBERON),UBERON:0011940
lateral angle of scapula (UBERON),UBERON:0011941
obsolete adult human (UBERON),UBERON:0011942
subintestinal vein (UBERON),UBERON:0011944
luminal layer of epithelium (UBERON),UBERON:0011945
subluminal layer of epithelium (UBERON),UBERON:0011946
ureter luminal urothelium (UBERON),UBERON:0011947
ureter subluminal urothelium (UBERON),UBERON:0011948
endometrium luminal epithelium (UBERON),UBERON:0011949
mammary gland luminal epithelium (UBERON),UBERON:0011950
prostate luminal epithelium (UBERON),UBERON:0011951
non-glandular epithelium (UBERON),UBERON:0011952
stomach glandular region (UBERON),UBERON:0011953
stomach non-glandular region (UBERON),UBERON:0011954
left hepatic vein (UBERON),UBERON:0011955
right hepatic vein (UBERON),UBERON:0011956
middle hepatic vein (UBERON),UBERON:0011957
acetabular labrum (UBERON),UBERON:0011958
glenoid labrum of scapula (UBERON),UBERON:0011959
articular capsule of glenohumeral joint (UBERON),UBERON:0011960
articular capsule of hip joint (UBERON),UBERON:0011961
transverse tarsal joint (UBERON),UBERON:0011962
talocalcaneonavicular joint (UBERON),UBERON:0011963
calcaneocuboid joint (UBERON),UBERON:0011964
saddle joint (UBERON),UBERON:0011965
manubriosternal joint (UBERON),UBERON:0011966
costotransverse joint (UBERON),UBERON:0011967
radio-carpal joint (UBERON),UBERON:0011968
mesotarsal joint (UBERON),UBERON:0011969
talofibular ligament (UBERON),UBERON:0011970
calcaneofibular ligament (UBERON),UBERON:0011971
medial ligament of ankle joint (UBERON),UBERON:0011972
epiphysis of phalanx of pes (UBERON),UBERON:0011973
epiphysis of proximal phalanx of pes (UBERON),UBERON:0011974
epiphysis of middle phalanx of pes (UBERON),UBERON:0011975
epiphysis of distal phalanx of pes (UBERON),UBERON:0011976
epiphysis of proximal phalanx of manus (UBERON),UBERON:0011977
epiphysis of middle phalanx of manus (UBERON),UBERON:0011978
epiphysis of distal phalanx of manus (UBERON),UBERON:0011979
crurotarsal joint (UBERON),UBERON:0011980
manual digit 6 (UBERON),UBERON:0011981
manual digit 7 (UBERON),UBERON:0011982
manual digit 8 (UBERON),UBERON:0011983
pedal digit 6 (UBERON),UBERON:0011984
infraorbital sinus (UBERON),UBERON:0011985
mucosa of infraorbital sinus (UBERON),UBERON:0011986
pharyngeal adductor (UBERON),UBERON:0011996
coelom (UBERON),UBERON:0011997
myocoele (UBERON),UBERON:0012054
left lung lower lobe bronchiole (UBERON),UBERON:0012055
left lung upper lobe bronchiole (UBERON),UBERON:0012056
right lung lower lobe bronchiole (UBERON),UBERON:0012059
lobar bronchus of right lung middle lobe (UBERON),UBERON:0012063
lobar bronchus of left lung upper lobe (UBERON),UBERON:0012065
lobar bronchus of left lung lower lobe (UBERON),UBERON:0012066
primary bronchiole (UBERON),UBERON:0012067
right lung middle lobe bronchiole (UBERON),UBERON:0012068
epithelium-associated lymphoid tissue (UBERON),UBERON:0012069
palatal tooth (UBERON),UBERON:0012070
palate bone (UBERON),UBERON:0012071
palatal part of dermatocranium (UBERON),UBERON:0012072
tooth of palatine bone (UBERON),UBERON:0012073
bony part of hard palate (UBERON),UBERON:0012074
replacement bone (UBERON),UBERON:0012075
tibiotalar joint (UBERON),UBERON:0012076
fovea capitis of femur (UBERON),UBERON:0012078
metapterygial axis (UBERON),UBERON:0012079
patella cartilage element (UBERON),UBERON:0012080
patella pre-cartilage condensation (UBERON),UBERON:0012081
bronchial lumen (UBERON),UBERON:0012082
lumen of primary bronchus (UBERON),UBERON:0012083
lumen of secondary bronchus (UBERON),UBERON:0012084
lumen of tertiary bronchus (UBERON),UBERON:0012085
lumen of parabronchus (UBERON),UBERON:0012086
air capillary of parabronchus (UBERON),UBERON:0012087
lateroobronchus (UBERON),UBERON:0012088
appendicocostalis muscle (UBERON),UBERON:0012100
perinatal stage (UBERON),UBERON:0012101
buccal salivary gland (UBERON),UBERON:0012102
suspensory ligament of breast (UBERON),UBERON:0012103
sesamoid bone of the peroneus longus muscle (UBERON),UBERON:0012104
baleen plate (UBERON),UBERON:0012105
baleen plate bristle (UBERON),UBERON:0012106
postorbital bar (UBERON),UBERON:0012108
zygomatic process of frontal bone (UBERON),UBERON:0012109
frontal process of zygomatic bone (UBERON),UBERON:0012110
diastema (UBERON),UBERON:0012111
ingested food (UBERON),UBERON:0012112
bolus of food (UBERON),UBERON:0012113
cud (UBERON),UBERON:0012114
dental comb (UBERON),UBERON:0012115
nutrient foramen conduit (UBERON),UBERON:0012116
lumen of nutrient foramen (UBERON),UBERON:0012117
infraspinatus tendon (UBERON),UBERON:0012118
vinculum tendon of wing (UBERON),UBERON:0012119
vinculum of tendon (UBERON),UBERON:0012120
respiratory velum (UBERON),UBERON:0012121
avian scapholunar bone (UBERON),UBERON:0012124
dermatological-muscosal system (UBERON),UBERON:0012125
fibulare (UBERON),UBERON:0012126
feather barbicel (UBERON),UBERON:0012127
nose tip (UBERON),UBERON:0012128
radial head of humerus (UBERON),UBERON:0012129
olecranon fossa (UBERON),UBERON:0012130
centrale (UBERON),UBERON:0012131
intercuneiform joint (UBERON),UBERON:0012132
lateral-intermediate intercuneiform joint (UBERON),UBERON:0012133
medial-intermediate intercuneiform joint (UBERON),UBERON:0012134
prepollex skeleton (UBERON),UBERON:0012135
prehallux (UBERON),UBERON:0012136
pedal digit 7 (UBERON),UBERON:0012137
pedal digit 8 (UBERON),UBERON:0012138
segment of autopod (UBERON),UBERON:0012139
digitopodium region (UBERON),UBERON:0012140
manual digitopodium region (UBERON),UBERON:0012141
pedal digitopodium region (UBERON),UBERON:0012142
skeleton of digitopodium (UBERON),UBERON:0012150
skeleton of manual digitopodium (UBERON),UBERON:0012151
skeleton of pedal digitopodium (UBERON),UBERON:0012152
buccal fat pad (UBERON),UBERON:0012167
umbilical cord blood (UBERON),UBERON:0012168
core of nucleus accumbens (UBERON),UBERON:0012170
shell of nucleus accumbens (UBERON),UBERON:0012171
stomach primordium (UBERON),UBERON:0012172
middle suprarenal artery (UBERON),UBERON:0012173
obsolete geniculate nucleus (UBERON),UBERON:0012174
acoustico-facial VII-VIII ganglion complex (UBERON),UBERON:0012175
comb (UBERON),UBERON:0012176
skin apocrine gland (UBERON),UBERON:0012177
bone of pelvis (UBERON),UBERON:0012179
head or neck skin (UBERON),UBERON:0012180
tonsil crypt (UBERON),UBERON:0012181
obsolete tunica vasculosa plexus (UBERON),UBERON:0012184
ovary growing follicle (UBERON),UBERON:0012186
frontal artery (UBERON),UBERON:0012187
phrenic vein (UBERON),UBERON:0012193
superior intercostal vein (UBERON),UBERON:0012194
left superior intercostal vein (UBERON),UBERON:0012195
right superior intercostal vein (UBERON),UBERON:0012196
intercostal vein (UBERON),UBERON:0012197
intercostal space (UBERON),UBERON:0012198
posterior intercostal vein (UBERON),UBERON:0012199
anterior intercostal vein (UBERON),UBERON:0012200
intercostal lymph node (UBERON),UBERON:0012236
superior phrenic vein (UBERON),UBERON:0012237
ureteric bud trunk (UBERON),UBERON:0012238
urinary bladder vasculature (UBERON),UBERON:0012239
urethral meatus (UBERON),UBERON:0012240
male urethral meatus (UBERON),UBERON:0012241
internal urethral orifice (UBERON),UBERON:0012242
nuptial pad (UBERON),UBERON:0012243
stratum intermedium of epidermis (UBERON),UBERON:0012244
silk (UBERON),UBERON:0012245
thyroid follicular lumen (UBERON),UBERON:0012246
cervical gland (UBERON),UBERON:0012247
cervical mucosa (UBERON),UBERON:0012248
ectocervix (UBERON),UBERON:0012249
cervix glandular epithelium (UBERON),UBERON:0012250
ectocervical epithelium (UBERON),UBERON:0012251
endocervical epithelium (UBERON),UBERON:0012252
cervical squamo-columnar junction (UBERON),UBERON:0012253
abdominal aorta artery (UBERON),UBERON:0012254
inferior phrenic artery (UBERON),UBERON:0012255
digestive syncytial vacuole (UBERON),UBERON:0012256
alular digit (UBERON),UBERON:0012260
manual major digit (Aves) (UBERON),UBERON:0012261
manual minor digit (Aves) (UBERON),UBERON:0012262
obsolete equine cannon bone (UBERON),UBERON:0012263
obsolete equine forelimb cannon bone (UBERON),UBERON:0012264
obsolete equine hindlimb cannon bone (UBERON),UBERON:0012265
equine splint bone (UBERON),UBERON:0012267
equine forelimb splint bone (UBERON),UBERON:0012268
equine hindlimb splint bone (UBERON),UBERON:0012269
forestomach-glandular stomach junction (UBERON),UBERON:0012270
major duodenal papilla (UBERON),UBERON:0012271
minor duodenal papilla (UBERON),UBERON:0012272
periampullary region of duodenum (UBERON),UBERON:0012273
columnar epithelium (UBERON),UBERON:0012274
meso-epithelium (UBERON),UBERON:0012275
endometrium glandular epithelium (UBERON),UBERON:0012276
gland of nasal mucosa (UBERON),UBERON:0012278
chromaffin paraganglion (UBERON),UBERON:0012279
perianal sebaceous gland (UBERON),UBERON:0012281
mammary fat pad (UBERON),UBERON:0012282
femoral fat pad (UBERON),UBERON:0012283
animal hemisphere (UBERON),UBERON:0012284
vegetal hemisphere (UBERON),UBERON:0012285
hemisphere of embryo (UBERON),UBERON:0012286
Rathkes pouch epithelium (UBERON),UBERON:0012287
centroquartal bone (UBERON),UBERON:0012288
fused tarsal bones 2 and 3 (UBERON),UBERON:0012289
fused carpal bones 2 and 3 (UBERON),UBERON:0012290
lateral malleolus of fibula (UBERON),UBERON:0012291
embryonic cloacal fold (UBERON),UBERON:0012292
anal fold (UBERON),UBERON:0012293
navicular fossa of spongiose part of urethra (UBERON),UBERON:0012294
Guérin's valve (UBERON),UBERON:0012295
urethral crest (UBERON),UBERON:0012296
male urethral crest (UBERON),UBERON:0012297
female urethral crest (UBERON),UBERON:0012298
mucosa of urethra (UBERON),UBERON:0012299
limb paddle (UBERON),UBERON:0012300
female membranous urethra (UBERON),UBERON:0012301
male membranous urethra (UBERON),UBERON:0012302
ureteral orifice (UBERON),UBERON:0012303
nasal diverticulum (UBERON),UBERON:0012304
marginal cutaneous pouch of ear (UBERON),UBERON:0012305
lateral cervical lymph node (UBERON),UBERON:0012306
anterior cervical lymph node (UBERON),UBERON:0012307
superficial lateral cervical lymph node (UBERON),UBERON:0012308
superficial anterior cervical lymph node (UBERON),UBERON:0012309
deep lateral cervical lymph node (UBERON),UBERON:0012310
deep anterior cervical lymph node (UBERON),UBERON:0012311
maxillary process ectoderm (UBERON),UBERON:0012312
1st arch maxillary ectoderm (UBERON),UBERON:0012313
embryonic facial prominence (UBERON),UBERON:0012314
incisive foramen (UBERON),UBERON:0012315
primitive palate (UBERON),UBERON:0012316
vagina orifice (UBERON),UBERON:0012317
anterior ethmoidal artery (UBERON),UBERON:0012318
posterior ethmoidal artery (UBERON),UBERON:0012319
cervical artery (UBERON),UBERON:0012320
deep cervical artery (UBERON),UBERON:0012321
ascending cervical artery (UBERON),UBERON:0012322
transverse cervical artery (UBERON),UBERON:0012324
retrocerebral complex (UBERON),UBERON:0012325
gubernacular bulb (UBERON),UBERON:0012326
pearly penile papule (UBERON),UBERON:0012327
penile spine (UBERON),UBERON:0012328
keratinized stratified squamous epithelium (UBERON),UBERON:0012329
nasal-associated lymphoid tissue (UBERON),UBERON:0012330
mesosalpinx (UBERON),UBERON:0012331
broad ligament of uterus (UBERON),UBERON:0012332
ovarian bursa (UBERON),UBERON:0012333
navicular bursa (UBERON),UBERON:0012334
navicular bursa of manus (UBERON),UBERON:0012335
perianal skin (UBERON),UBERON:0012336
cauda equina (UBERON),UBERON:0012337
navicular bursa of pes (UBERON),UBERON:0012343
holocrine gland (UBERON),UBERON:0012344
autopod pad (UBERON),UBERON:0012348
digital pad (UBERON),UBERON:0012349
carpal pad (UBERON),UBERON:0012350
urachal lumen (UBERON),UBERON:0012351
mesangial matrix (UBERON),UBERON:0012352
fin skeleton (UBERON),UBERON:0012353
acropodium region (UBERON),UBERON:0012354
manual acropodium region (UBERON),UBERON:0012355
pedal acropodium region (UBERON),UBERON:0012356
digitopodium bone (UBERON),UBERON:0012357
manual digitopodium bone (UBERON),UBERON:0012358
pedal digitopodium bone (UBERON),UBERON:0012359
bone of jaw (UBERON),UBERON:0012360
internal anal region (UBERON),UBERON:0012361
thyroid follicle epithelium (UBERON),UBERON:0012363
colloid of thyroid follicle (UBERON),UBERON:0012364
muscle layer of intestine (UBERON),UBERON:0012367
circular muscle layer of muscular coat (UBERON),UBERON:0012368
longitudinal muscle layer of muscular coat (UBERON),UBERON:0012369
sympathetic nerve plexus (UBERON),UBERON:0012373
subserosal plexus (UBERON),UBERON:0012374
subserosa (UBERON),UBERON:0012375
retromolar triangle (UBERON),UBERON:0012376
muscle layer of jejunum (UBERON),UBERON:0012377
muscle layer of urinary bladder (UBERON),UBERON:0012378
large intestine smooth muscle circular layer (UBERON),UBERON:0012398
large intestine smooth muscle longitudinal layer (UBERON),UBERON:0012399
small intestine smooth muscle circular layer (UBERON),UBERON:0012401
small intestine smooth muscle longitudinal layer (UBERON),UBERON:0012402
respiratory system arterial smooth muscle (UBERON),UBERON:0012416
respiratory system venous smooth muscle (UBERON),UBERON:0012418
taenia coli (UBERON),UBERON:0012419
coprodeum (UBERON),UBERON:0012420
urodeum (UBERON),UBERON:0012421
secretion of crop (UBERON),UBERON:0012422
layer of microvilli (UBERON),UBERON:0012423
brush border layer (UBERON),UBERON:0012424
striated border microvillus layer (UBERON),UBERON:0012425
short microvillus layer (UBERON),UBERON:0012426
intestinal brush border layer (UBERON),UBERON:0012427
proximal convoluted tubule brush border (UBERON),UBERON:0012428
hematopoietic tissue (UBERON),UBERON:0012429
tunica fibrosa of eyeball (UBERON),UBERON:0012430
epithelial-mesenchymal boundary (UBERON),UBERON:0012437
blastema of regenerating fin/limb (UBERON),UBERON:0012438
blastema of regenerating digit tip (UBERON),UBERON:0012439
endothelium of peritubular capillary (UBERON),UBERON:0012441
epiploic foramen (UBERON),UBERON:0012442
row of scales (UBERON),UBERON:0012443
gastropege (UBERON),UBERON:0012444
obsolete cloacal spur (UBERON),UBERON:0012446
podotheca (UBERON),UBERON:0012447
Herbst's corpuscle (UBERON),UBERON:0012448
mechanoreceptor (UBERON),UBERON:0012449
Meissner's corpuscle (UBERON),UBERON:0012450
sensory receptor (UBERON),UBERON:0012451
nerve ending (UBERON),UBERON:0012453
Merkel nerve ending (UBERON),UBERON:0012456
Ruffini nerve ending (UBERON),UBERON:0012457
antler velvet (UBERON),UBERON:0012458
antler pedicle (UBERON),UBERON:0012459
proctodeum portion of cloaca (UBERON),UBERON:0012462
cloacal lumen (UBERON),UBERON:0012463
cloacal vent (UBERON),UBERON:0012464
lumen of terminal part of digestive tract (UBERON),UBERON:0012465
extraembryonic cavity (UBERON),UBERON:0012466
enclosed anatomical space (UBERON),UBERON:0012467
anal tooth (UBERON),UBERON:0012468
external anal region (UBERON),UBERON:0012469
wheel papilla (UBERON),UBERON:0012470
hepatogastric ligament (UBERON),UBERON:0012471
hepatoduodenal ligament (UBERON),UBERON:0012472
oral cirrus (UBERON),UBERON:0012473
hepatic cecum (UBERON),UBERON:0012474
skeleton of pectoral complex (UBERON),UBERON:0012475
skeleton of pelvic complex (UBERON),UBERON:0012476
dorsal part of neck (UBERON),UBERON:0012477
cloacal gland (UBERON),UBERON:0012478
urodeal gland (UBERON),UBERON:0012479
cloacal mucosa (UBERON),UBERON:0012480
cloacal epithelium (UBERON),UBERON:0012481
submucosa of cloaca (UBERON),UBERON:0012482
serosa of cloaca (UBERON),UBERON:0012483
cloacal villus (UBERON),UBERON:0012485
muscle layer of cloaca (UBERON),UBERON:0012486
vaginal sphincter (UBERON),UBERON:0012487
muscle layer of duodenum (UBERON),UBERON:0012488
muscle layer of colon (UBERON),UBERON:0012489
muscle layer of anal canal (UBERON),UBERON:0012490
muscularis mucosae of duodenum (UBERON),UBERON:0012494
muscularis mucosae of rectum (UBERON),UBERON:0012497
serosa of appendix (UBERON),UBERON:0012498
serosa of fallopian tube (UBERON),UBERON:0012499
serosa of fundus of stomach (UBERON),UBERON:0012503
adventitia of esophagus (UBERON),UBERON:0012504
forelimb epitrochlearis muscle (UBERON),UBERON:0012520
umbilical smooth muscle (UBERON),UBERON:0012615
muscle of Aristotle's lantern (UBERON),UBERON:0012621
body of tubeworm (UBERON),UBERON:0012641
vestimentum muscle (UBERON),UBERON:0012642
plume (UBERON),UBERON:0012643
trophosome (UBERON),UBERON:0012644
opisthosome (UBERON),UBERON:0012645
tubeworm tube (UBERON),UBERON:0012646
ampulla of fallopian tube (UBERON),UBERON:0012648
anococcygeus muscle (UBERON),UBERON:0012649
gastroduodenal junction (UBERON),UBERON:0012650
mucosa of gastroduodenal junction (UBERON),UBERON:0012651
colorectum (UBERON),UBERON:0012652
bronchial bud (UBERON),UBERON:0012925
colorectal mucosa (UBERON),UBERON:0013067
palatine torus (UBERON),UBERON:0013068
popliteal area (UBERON),UBERON:0013069
prepatagium (UBERON),UBERON:0013070
rattle (UBERON),UBERON:0013073
cornual diverticulum (UBERON),UBERON:0013074
venom gland duct (UBERON),UBERON:0013075
snake venom (UBERON),UBERON:0013076
venom-injecting tooth (UBERON),UBERON:0013078
elapid venom (UBERON),UBERON:0013106
hydrophid venom (UBERON),UBERON:0013110
viper venom (UBERON),UBERON:0013112
angular/surangular bone (UBERON),UBERON:0013113
compressor glandulae muscle (UBERON),UBERON:0013114
pterygoideus glandulae muscle (UBERON),UBERON:0013115
venom gland musculature (UBERON),UBERON:0013116
sulcus of brain (UBERON),UBERON:0013118
haemal node (UBERON),UBERON:0013119
eyelid submuscular connective tissue (UBERON),UBERON:0013120
proximal epiphysis of phalanx of pes (UBERON),UBERON:0013121
distal epiphysis of phalanx of pes (UBERON),UBERON:0013122
left posterior cardinal vein (UBERON),UBERON:0013124
left subcardinal vein (UBERON),UBERON:0013125
vein of abdomen (UBERON),UBERON:0013126
pulmonary venous system (UBERON),UBERON:0013127
bulb of penis (UBERON),UBERON:0013128
bulb of vestibule (UBERON),UBERON:0013129
lobe of tail (UBERON),UBERON:0013131
penicillar arteriole (UBERON),UBERON:0013132
superior phrenic artery (UBERON),UBERON:0013133
interdental plate (UBERON),UBERON:0013135
vein of lip (UBERON),UBERON:0013136
external pudendal artery (UBERON),UBERON:0013137
coronary ligament of liver (UBERON),UBERON:0013138
ligament of liver (UBERON),UBERON:0013139
systemic vein (UBERON),UBERON:0013140
capillary bed (UBERON),UBERON:0013141
soleal vein (UBERON),UBERON:0013142
gastrocnemius vein (UBERON),UBERON:0013143
vein of genicular venous plexus (UBERON),UBERON:0013144
accessory saphenous vein (UBERON),UBERON:0013145
venous system of brain (UBERON),UBERON:0013146
early mesencephalic vesicle (UBERON),UBERON:0013147
early midbrain vesicle (UBERON),UBERON:0013148
hindbrain vesicle (UBERON),UBERON:0013149
future brain vesicle (UBERON),UBERON:0013150
choroidal artery (UBERON),UBERON:0013151
interventricular foramen of heart (UBERON),UBERON:0013152
arachnoid villus (UBERON),UBERON:0013153
1st arch maxillary endoderm (UBERON),UBERON:0013154
1st arch mandibular ectoderm (UBERON),UBERON:0013155
1st arch mandibular endoderm (UBERON),UBERON:0013156
1st arch maxillary-mandibular cleft (UBERON),UBERON:0013157
foregut-midgut junction gland (UBERON),UBERON:0013158
epithalamus mantle layer (UBERON),UBERON:0013159
epithalamus ventricular layer (UBERON),UBERON:0013160
left lateral ventricle (UBERON),UBERON:0013161
right lateral ventricle (UBERON),UBERON:0013162
molariform tooth (UBERON),UBERON:0013164
epiglottic vallecula (UBERON),UBERON:0013165
vallecula of cerebellum (UBERON),UBERON:0013166
cricopharyngeal ligament (UBERON),UBERON:0013167
thyroepiglottic ligament (UBERON),UBERON:0013168
vestibular ligament (UBERON),UBERON:0013169
cricoarytenoid ligament (UBERON),UBERON:0013170
cricothyroid ligament (UBERON),UBERON:0013171
cricotracheal ligament (UBERON),UBERON:0013172
anterior part of tympanic bone (UBERON),UBERON:0013173
sigmoid process of tympanic bone (UBERON),UBERON:0013174
nasal air sac (UBERON),UBERON:0013175
phonic lip (UBERON),UBERON:0013176
dorsal bursa (UBERON),UBERON:0013177
anterior dorsal bursa (UBERON),UBERON:0013178
posterior dorsal bursa (UBERON),UBERON:0013179
bursal cartilage (UBERON),UBERON:0013180
blowhole ligament (UBERON),UBERON:0013181
core of melon organ (UBERON),UBERON:0013182
monkey lips dorsal bursa complex (UBERON),UBERON:0013188
junk chamber (UBERON),UBERON:0013189
entotympanic bone (UBERON),UBERON:0013190
ovarian cortex (UBERON),UBERON:0013191
ovarian medulla (UBERON),UBERON:0013192
parakeratinized epithelium (UBERON),UBERON:0013193
orthokeratinized epithelium (UBERON),UBERON:0013194
parakeratinized epithelium of gingiva (UBERON),UBERON:0013195
strand of wool (UBERON),UBERON:0013196
cocoon (UBERON),UBERON:0013198
stria of neuraxis (UBERON),UBERON:0013199
olfactory pathway (UBERON),UBERON:0013201
hypogastrium (UBERON),UBERON:0013203
epipubic bone (UBERON),UBERON:0013204
nasal tentacle (UBERON),UBERON:0013206
entepicondylar foramen (UBERON),UBERON:0013207
Grueneberg ganglion (UBERON),UBERON:0013208
cerumen gland (UBERON),UBERON:0013211
anal sac gland secretion (UBERON),UBERON:0013212
ossicone (UBERON),UBERON:0013213
udder (UBERON),UBERON:0013216
zygomatic plate (UBERON),UBERON:0013217
rete mirabile (UBERON),UBERON:0013218
parotoid gland (UBERON),UBERON:0013219
foramen of Panizza (UBERON),UBERON:0013220
caudofemoralis (UBERON),UBERON:0013221
otic notch (UBERON),UBERON:0013222
alveolar gland (UBERON),UBERON:0013223
Ciaccio's gland (UBERON),UBERON:0013224
accessory lacrimal gland (UBERON),UBERON:0013226
crypt of Henle (UBERON),UBERON:0013227
sweat gland of eyelid (UBERON),UBERON:0013228
eyelid gland (UBERON),UBERON:0013229
nictitans gland (UBERON),UBERON:0013230
sebaceous gland of eyelid (UBERON),UBERON:0013231
serous acinus (UBERON),UBERON:0013232
supraorbital gland (UBERON),UBERON:0013233
violet gland (UBERON),UBERON:0013234
ventrum (UBERON),UBERON:0013235
ventral trunk (UBERON),UBERON:0013236
genital papilla of vulva (UBERON),UBERON:0013237
future glans (UBERON),UBERON:0013238
future glans penis (UBERON),UBERON:0013239
future glans clitoris (UBERON),UBERON:0013240
embryonic urethral groove (UBERON),UBERON:0013241
vaginal plate (UBERON),UBERON:0013244
sinovaginal bulb (UBERON),UBERON:0013245
male paramesonephric duct (UBERON),UBERON:0013247
paradidymis (UBERON),UBERON:0013248
paroophoron (UBERON),UBERON:0013249
vesicular appendage of epoophoron (UBERON),UBERON:0013250
remnnant of ductus deferens (UBERON),UBERON:0013262
remnant of processus vaginalis (UBERON),UBERON:0013277
canal of Nuck (UBERON),UBERON:0013278
diaphysis of fibula (UBERON),UBERON:0013279
diaphysis of tibia (UBERON),UBERON:0013280
stratum argenteum of choroid (UBERON),UBERON:0013397
choroidal gland (UBERON),UBERON:0013398
blood vessel layer of choroid (UBERON),UBERON:0013399
asterion of skull (UBERON),UBERON:0013403
bregma (UBERON),UBERON:0013406
cranial cavity (UBERON),UBERON:0013411
crotaphion (UBERON),UBERON:0013412
epicranium (UBERON),UBERON:0013417
groove for sigmoid sinus (UBERON),UBERON:0013420
infratemporal fossa (UBERON),UBERON:0013422
jugal point (UBERON),UBERON:0013423
anatomical point connecting sagittal and lambdoidal sutures (UBERON),UBERON:0013424
obelion (UBERON),UBERON:0013426
occipital bun (UBERON),UBERON:0013427
ophryon (UBERON),UBERON:0013428
porion (UBERON),UBERON:0013436
postorbital process (UBERON),UBERON:0013442
pterygomaxillary fissure (UBERON),UBERON:0013445
sagittal crest of skull (UBERON),UBERON:0013447
sagittal keel (UBERON),UBERON:0013448
simian shelf (UBERON),UBERON:0013450
spheno-maxillary fossa (UBERON),UBERON:0013454
spheno-petrosal fissure (UBERON),UBERON:0013455
stephanion (UBERON),UBERON:0013459
suprainiac fossa (UBERON),UBERON:0013460
sylvian point (UBERON),UBERON:0013462
temporal fossa (UBERON),UBERON:0013463
obsolete zygomasseteric system (UBERON),UBERON:0013466
zygomatic fossa (UBERON),UBERON:0013468
external occipital protuberance (UBERON),UBERON:0013469
retromolar space (UBERON),UBERON:0013471
upper esophagus (UBERON),UBERON:0013472
lower esophagus (UBERON),UBERON:0013473
middle part of esophagus (UBERON),UBERON:0013474
gustatory gland (UBERON),UBERON:0013475
dermal layer of tongue (UBERON),UBERON:0013476
blowhole (UBERON),UBERON:0013477
cecal tonsil (UBERON),UBERON:0013478
lung endothelium (UBERON),UBERON:0013479
crypt of Lieberkuhn of ileum (UBERON),UBERON:0013481
crypt of Lieberkuhn of duodenum (UBERON),UBERON:0013482
crypt of Lieberkuhn of jejunum (UBERON),UBERON:0013483
crypt of Lieberkuhn of colon (UBERON),UBERON:0013485
crypt of Lieberkuhn of appendix (UBERON),UBERON:0013486
epidermal ridge of digit (UBERON),UBERON:0013487
panniculus adiposus (UBERON),UBERON:0013488
superficial cervical fascia (UBERON),UBERON:0013489
deep cervical fascia (UBERON),UBERON:0013490
cervical fascia (UBERON),UBERON:0013491
prevertebral cervical fascia (UBERON),UBERON:0013492
abdominal fascia (UBERON),UBERON:0013493
keratin-coated spine (UBERON),UBERON:0013494
barbed keratin-coated spine (UBERON),UBERON:0013495
unbarbed keratin-coated spine (UBERON),UBERON:0013496
muscularis orbicularis (UBERON),UBERON:0013497
vestibulo-cochlear VIII ganglion complex (UBERON),UBERON:0013498
