Class ID,Preferred Label,Synonyms,Definitions
RID31629,mesothelium of serosa of caudate lobe of liver,,
RID31630,mesothelium of visceral peritoneum of lesser sac,,
RID31631,mesothelium of visceral peritoneum of greater sac,,
RID31632,mesothelium of peritoneum of pancreas,,
RID31633,mesothelium of serosa of spleen,,
RID31634,mesothelium of serosa of stomach,,
RID31635,mesothelium of serosa of small intestine,,
RID31636,mesothelium of serosa of large intestine,,
RID31637,mesothelium of serosa of uterus,,
RID31638,mesothelium of serosa of uterine tube,,
RID31639,mesothelium of serosa of right uterine tube,,
RID31640,mesothelium of serosa of left uterine tube,,
RID31641,mesothelium of serosa of urinary bladder,,
RID31642,mesothelium of mesentery of small intestine,,
RID31643,mesothelium of mesentery of large intestine,,
RID31650,subserosa of urinary bladder,,
RID31651,subserosa of appendix,,
RID31652,muscle layer of zone of small intestine,,
RID31653,muscle layer of duodenum,,
RID31654,muscle layer of subdivision of duodenum,,
RID31655,muscle layer of anterior wall of duodenum,,
RID31656,muscle layer of posterior wall of duodenum,,
RID31657,muscle layer of superior part of duodenum,,
RID31658,muscle layer of descending part of duodenum,,
RID31659,muscle layer of horizontal part of duodenum,,
RID31660,muscle layer of ascending part of duodenum,,
RID31661,muscle layer of duodenal ampulla,,
RID31662,muscle layer of jejunum,,
RID31663,muscle layer of subdivision of jejunum,,
RID31664,muscle layer of proximal part of jejunum,,
RID31665,muscle layer of middle part of jejunum,,
RID31666,muscle layer of distal part of jejunum,,
RID31667,muscle layer of ileum,,
RID31668,muscle layer of subdivision of ileum,,
RID31669,muscle layer of proximal part of ileum,,
RID31670,muscle layer of middle part of ileum,,
RID31671,muscle layer of distal part of ileum,,
RID31672,internal circular layer of muscularis mucosae of small intestine,,
RID31673,external longitudinal layer of muscularis mucosae of small intestine,,
RID31674,submucosa of stomach,,
RID31675,portion of gastric juice,,
RID31676,compartment of abdomen,,
RID31677,compartment of male abdomen,,
RID31678,compartment of female abdomen,,
RID31682,endometrium of zone of uterus,,
RID31683,endometrium of fundus of uterus,,
RID31684,endometrium of body of uterus,,
RID31685,endometrium of isthmus of uterus,,
RID31686,endometrium of cervix,,
RID31687,intestinal lymphatic trunk,,
RID31688,right intestinal lymphatic trunk,,
RID31689,left intestinal lymphatic trunk,,
RID31697,region of parenchyma of spleen,,
RID31698,splenic pulp,,
RID31699,red pulp of spleen,,
RID317,intramural part of myometrium,,
RID31700,white pulp of spleen,,
RID31701,splenic cord,,
RID31702,penicillus,,
RID31705,submucosa of region of large intestine,,
RID31706,submucosa of colon,,
RID31707,submucosa of region of colon,,
RID31708,submucosa of cecum,,
RID31709,submucosa of ascending colon,,
RID31710,submucosa of transverse colon,,
RID31711,submucosa of descending colon,,
RID31712,submucosa of sigmoid colon,,
RID31713,submucosa of rectum,,
RID31714,subserosa of intestine,,
RID31715,male trunk,,
RID31716,female trunk,,
RID31717,subserosa of gallbladder,,
RID31718,ovarian medulla,,
RID31719,right ovarian medulla,,
RID31720,left ovarian medulla,,
RID31721,adventitia of biliary tree,,
RID31759,wall of small intestine,,
RID31760,region of organ component of kidney,,
RID31761,renal crest,,
RID31762,region of uriniferous tubule,,
RID31763,nephron,,
RID31764,short-looped nephron,,
RID31765,long-looped nephron,,
RID31766,renal corpuscle,,
RID31767,renal corpuscle of short-looped nephron,,
RID31768,renal corpuscle of long-looped nephron,,
RID31769,glomerular capsule,,
RID31770,renal tubule,,
RID31771,renal tubule of short-looped nephron,,
RID31772,renal tubule of long-looped nephron,,
RID31773,region of renal tubule,,
RID31774,proximal convoluted tubule,,
RID31775,proximal straight tubule,,
RID31776,loop of Henle,,
RID31777,descending limb of loop of Henle,,
RID31778,ascending limb of loop of Henle,,
RID31779,intermediate tubule,,
RID31780,descending thin limb,,
RID31781,ascending thin limb,,
RID31782,distal convoluted tubule,,
RID31783,straight portion of distal convoluted tubule,,
RID31784,convoluted portion of distal convoluted tubule,,
RID31785,collecting duct of renal tubule,,
RID31786,macula densa,,
RID31787,vascular pole of glomerular capsule,,
RID31788,region of parenchyma of kidney,,
RID31789,cortex of right kidney,,
RID31790,cortex of left kidney,,
RID31791,renal pyramid,,
RID31792,renal pyramid of right kidney,,
RID31793,renal pyramid of left kidney,,
RID31794,region of cortex of kidney,,
RID31795,cortex proper of kidney,,
RID31796,cortex proper of right kidney,,
RID31797,cortex proper of left kidney,,
RID31798,outer cortex of kidney,,
RID31799,outer cortex of right kidney,,
RID318,submucosal part of myometrium,,
RID31800,outer cortex of left kidney,,
RID31801,inner cortex of kidney,,
RID31802,inner cortex of right kidney,,
RID31803,inner cortex of left kidney,,
RID31804,renal subcortex,,
RID31805,subcortex of right kidney,,
RID31806,subcortex of left kidney,,
RID31807,renal column,,
RID31808,renal column of right kidney,,
RID31809,renal column of left kidney,,
RID31810,renal cortical labyrinth,,
RID31811,renal cortex corticis,,
RID31812,region of renal pyramid,,
RID31813,outer region of renal pyramid,,
RID31814,outer region of renal pyramid of right kidney,,
RID31815,outer region of renal pyramid of left kidney,,
RID31816,outer stripe of renal pyramid,,
RID31817,outer stripe of renal pyramid of right kidney,,
RID31818,outer stripe of renal pyramid of left kidney,,
RID31819,inner stripe of renal pyramid,,
RID31820,inner stripe of renal pyramid of right kidney,,
RID31821,inner stripe of renal pyramid of left kidney,,
RID31822,inner region of renal pyramid,,
RID31823,inner region of renal pyramid of right kidney,,
RID31824,inner region of renal pyramid of left kidney,,
RID31825,upper inner zone of renal pyramid,,
RID31826,upper inner zone of renal pyramid of right kidney,,
RID31827,upper inner zone of renal pyramid of left kidney,,
RID31828,transition zone of renal pyramid,,
RID31829,transition zone of renal pyramid of right kidney,,
RID31830,transition zone of renal pyramid of left kidney,,
RID31831,lower inner zone of renal pyramid,,
RID31832,lower inner zone of renal pyramid of right kidney,,
RID31833,lower inner zone of renal pyramid of left kidney,,
RID31834,medullary ray,,
RID31835,medullary ray of right kidney,,
RID31836,medullary ray of left kidney,,
RID31837,renal papilla of right kidney,,
RID31838,renal papilla of left kidney,,
RID31839,cribriform area of medulla of kidney,,
RID31840,cribriform area of medulla of right kidney,,
RID31841,cribriform area of medulla of left kidney,,
RID31842,parenchyma of renal segment,,
RID31843,parenchyma of superior renal segment,,
RID31844,parenchyma of superior renal segment of right kidney,,
RID31845,parenchyma of superior renal segment of left kidney,,
RID31846,parenchyma of anterior superior renal segment,,
RID31847,parenchyma of anterior superior renal segment of right kidney,,
RID31848,parenchyma of anterior superior renal segment of left kidney,,
RID31849,parenchyma of anterior inferior renal segment,,
RID31850,parenchyma of anterior inferior renal segment of right kidney,,
RID31851,parenchyma of anterior inferior renal segment of left kidney,,
RID31852,parenchyma of inferior renal segment,,
RID31853,parenchyma of inferior renal segment of right kidney,,
RID31854,parenchyma of inferior renal segment of left kidney,,
RID31855,parenchyma of posterior renal segment,,
RID31856,parenchyma of posterior renal segment of right kidney,,
RID31857,parenchyma of posterior renal segment of left kidney,,
RID31858,cribriform area of renal papilla,,
RID31859,connective tissue of peritoneum,,
RID31861,wall of ureter,,
RID31862,wall of right ureter,,
RID31863,wall of left ureter,,
RID31864,retro-aortic lymphatic chain,,
RID31865,lamina propria of pelvic part of ureter,,
RID31895,epithelium of pancreatic duct,,
RID31896,epithelium of main pancreatic duct,,
RID31897,epithelium of accessory pancreatic duct,,
RID31898,epithelium of interlobular duct of pancreas,,
RID319,subserosal part of myometrium,,
RID320,inner myometrium,,
RID3200,ankle retinacula,,
RID3201,flexor retinacula of ankle,,
RID3202,superficial flexor retinaculum of ankle,,
RID3203,deep flexor retinaculum of ankle,,
RID32038,pancreatic islet,,
RID32039,ovarian stroma,,
RID32040,stroma of right ovary,,
RID32041,stroma of left ovary,,
RID32042,parietal lymph node of abdomen proper,,
RID32043,lateral caval lymph node,,
RID32044,precaval lymph node,,
RID32045,parietal pre-aortic lymph node,,
RID32048,retro-aortic lymph node,,
RID32049,intermediate lumbar lymph node,,
RID3205,extensor retinacula,,
RID32050,inferior diaphragmatic lymph node,,
RID32051,renal lymph node,,
RID32052,visceral lymph node of abdomen proper,,
RID32054,proximal superior mesenteric lymph node,,
RID32055,distal superior mesenteric lymph node,,
RID32056,lymph node at root of superior mesenteric artery,,
RID32057,lymph node at root of inferior pancreaticoduodenal artery,,
RID32058,lymph node at root of middle colic artery,,
RID3206,superior extensor retinaculum,,
RID32064,inferior para-aortic lymph node,,
RID32065,left gastric lymph node,,
RID32066,superior left gastric lymph node,,
RID32067,inferior left gastric lymph node,,
RID32068,paracardial gastric lymph node,,
RID32069,right gastric lymph node,,
RID32070,left gastro-epiploic lymph node,,
RID32071,right gastro-epiploic lymph node,,
RID32072,cystic lymph node,,
RID32073,lymph node at epiploic foramen,,
RID32074,hepatic proper lymph node,,
RID32075,common hepatic lymph node,,
RID32076,anterosuperior common hepatic lymph node,,
RID32077,posterior common hepatic lymph node,,
RID32079,right hepatic lymph node,,
RID3208,inferior extensor retinaculum,,
RID32080,left hepatic lymph node,,
RID32081,suprapyloric lymph node,,
RID32082,subpyloric lymph node,,
RID32083,retropyloric lymph node,,
RID32084,superior pancreatic lymph node,,
RID32085,proximal superior pancreatic lymph node,,
RID32086,distal superior pancreatic lymph node,,
RID32087,inferior pancreatic lymph node,,
RID32088,anterior superior pancreaticoduodenal lymph node,,
RID32089,posterior superior pancreaticoduodenal lymph node,,
RID32090,anterior inferior pancreaticoduodenal lymph node,,
RID32091,posterior inferior pancreaticoduodenal lymph node,,
RID32092,anterior pancreaticoduodenal lymph node,,
RID32093,epicolic lymph node,,
RID32094,paracolic lymph node,,
RID32095,paracolic lymph node of ascending colon,,
RID32096,paracolic lymph node of descending colon,,
RID32097,paracolic lymph node of transverse colon,,
RID32098,paracolic lymph node of sigmoid colon,,
RID32099,intermediate colic lymph node,,
RID321,broad ligament of uterus,,
RID3210,superficial limb of inferior extensor retinaculum,,
RID32100,preterminal colic lymph node,,
RID32101,superior ileocolic lymph node,,
RID32102,inferior ileocolic lymph node,,
RID32103,recurrent ileal lymph node,,
RID32104,pararectal lymph node of abdomen proper,,
RID32105,pararectal lymph node of pelvis,,
RID32106,juxta-arterial mesenteric lymph node,,
RID32107,juxta-arterial jejunal lymph node,,
RID32108,juxta-arterial ileal lymph node,,
RID32109,intermediate mesenteric lymph node,,
RID3211,deep limb of inferior extensor retinaculum,,
RID32110,intermediate jejunal lymph node,,
RID32111,intermediate ileal lymph node,,
RID32112,juxta-intestinal mesenteric lymph node,,
RID32113,juxta-jejunal lymph node,,
RID32114,juxta-ileal lymph node,,
RID32115,anorectal lymph node,,
RID32116,lymph node of pelvis,,
RID32117,paravesicular lymph node,,
RID32118,prevesicular lymph node,,
RID32119,postvesicular lymph node,,
RID3212,peroneal retinacula,,
RID32120,lateral vesicular lymph node,,
RID32121,parauterine lymph node,,
RID32122,uterine paracervical lymph node,,
RID32123,paravaginal lymph node,,
RID32124,medial common iliac lymph node,,
RID32125,intermediate common iliac lymph node,,
RID32126,lateral common iliac lymph node,,
RID32127,subaortic common iliac lymph node,,
RID32128,promontory lymph node,,
RID32129,medial external iliac lymph node,,
RID32130,intermediate external iliac lymph node,,
RID32131,lateral external iliac lymph node,,
RID32132,medial lacunar lymph node,,
RID32133,interiliac lymph node,,
RID32134,obturator lymph node,,
RID32135,internal iliac lymph node,,
RID32136,lateral sacral lymph node,,
RID32137,medial sacral lymph node,,
RID32138,circumflex iliac lymph node,,
RID32139,mucosal fold of region of uterine tube,,
RID3214,superficial peroneal retinaculum,,
RID32140,mucosal fold of isthmus of uterine tube,,
RID32141,mucosal fold of isthmus of right uterine tube,,
RID32142,mucosal fold of isthmus of left uterine tube,,
RID32143,mucosal fold of uterine tube proper,,
RID32144,mucosal fold of right uterine tube proper,,
RID32145,mucosal fold of left uterine tube proper,,
RID32146,mucosal fold of ampulla of uterine tube,,
